CustomerID,Recency,Frequency,MonetaryValue,Cluster,Persona
14217,2,17,2004.98,1,Champions
14218,43,1,169.48000000000002,3,Client at Risk
14219,4,1,89.94,0,Occasionnal client
14220,247,2,632.4,3,Client at Risk
14221,42,9,3432.8,1,Champions
14222,177,1,683.17,3,Client at Risk
14223,92,3,991.13,2,loyal clients
14224,110,4,1009.73,2,loyal clients
14226,29,5,2214.79,2,loyal clients
14227,26,10,3350.96,1,Champions
14229,52,3,1547.2,2,loyal clients
14231,184,3,925.71,2,loyal clients
14232,43,5,2048.07,2,loyal clients
14233,49,4,1462.72,2,loyal clients
14234,22,4,754.12,2,loyal clients
14235,75,5,3144.86,2,loyal clients
14236,81,2,490.86,3,Client at Risk
14237,373,1,161.0,3,Client at Risk
14238,326,1,146.85,3,Client at Risk
14239,43,11,2380.85,1,Champions
14240,30,2,890.34,0,Occasionnal client
14241,184,1,213.70000000000002,3,Client at Risk
14242,235,2,280.55,3,Client at Risk
14243,9,10,2588.77,1,Champions
14245,220,2,1693.45,2,loyal clients
14246,111,3,1474.06,2,loyal clients
14247,278,1,136.76999999999998,3,Client at Risk
14248,318,1,302.58,3,Client at Risk
14250,7,3,1904.05,0,Occasionnal client
14251,2,5,2879.7000000000003,1,Champions
14256,260,2,969.0600000000001,3,Client at Risk
14257,64,5,3099.7200000000003,2,loyal clients
14258,9,9,12669.98,1,Champions
14259,142,1,120.0,3,Client at Risk
14261,51,2,1163.45,2,loyal clients
14262,8,8,2618.23,1,Champions
14264,155,2,333.97,3,Client at Risk
14265,109,2,530.18,3,Client at Risk
14267,163,3,1516.24,2,loyal clients
14270,332,1,492.65000000000003,3,Client at Risk
14271,226,1,112.32,3,Client at Risk
14272,74,2,437.96,3,Client at Risk
14273,51,4,559.97,2,loyal clients
14276,99,3,1119.74,2,loyal clients
14277,15,3,4188.0,2,loyal clients
14280,197,1,134.04,3,Client at Risk
14282,3,15,3701.44,1,Champions
14284,31,2,595.25,0,Occasionnal client
14285,21,4,1910.01,2,loyal clients
14286,24,3,4628.75,2,loyal clients
14287,8,3,176.63,0,Occasionnal client
14288,213,1,426.6,3,Client at Risk
14289,9,6,911.26,2,loyal clients
14290,11,5,2314.65,1,Champions
14291,2,11,3883.25,1,Champions
14292,8,9,4871.93,1,Champions
14293,3,4,1046.56,0,Occasionnal client
14295,40,1,166.20000000000002,3,Client at Risk
14297,18,4,1305.33,2,loyal clients
14298,8,44,51527.3,1,Champions
14299,8,9,3965.62,1,Champions
14300,19,1,43.2,0,Occasionnal client
14301,117,1,640.14,3,Client at Risk
14304,223,1,383.45,3,Client at Risk
14305,71,3,1858.96,2,loyal clients
14306,51,2,2093.32,2,loyal clients
14307,89,6,2995.72,2,loyal clients
14309,8,9,2352.53,1,Champions
14311,243,1,310.26,3,Client at Risk
14312,47,6,1611.59,2,loyal clients
14314,107,1,120.0,3,Client at Risk
14315,45,6,2481.13,2,loyal clients
14317,65,1,508.58000000000004,3,Client at Risk
14320,207,2,477.79,3,Client at Risk
14321,11,5,1530.75,2,loyal clients
14323,115,2,605.0600000000001,3,Client at Risk
14326,242,1,183.85,3,Client at Risk
14327,163,1,311.65,3,Client at Risk
14329,17,7,4975.24,1,Champions
14331,124,2,462.65999999999997,3,Client at Risk
14332,23,3,840.21,2,loyal clients
14333,68,1,415.2,3,Client at Risk
14334,17,8,2552.21,1,Champions
14335,16,2,454.86,0,Occasionnal client
14336,17,4,1614.91,2,loyal clients
14338,161,2,588.22,3,Client at Risk
14339,243,1,309.52,3,Client at Risk
14340,219,1,134.7,3,Client at Risk
14341,45,8,2166.98,2,loyal clients
14342,21,4,668.5600000000001,2,loyal clients
14344,127,8,889.9300000000001,2,loyal clients
14345,39,1,108.97999999999999,3,Client at Risk
14346,121,2,1021.58,2,loyal clients
14348,260,1,409.57,3,Client at Risk
14349,10,1,133.5,0,Occasionnal client
14350,274,1,282.93,3,Client at Risk
14351,165,1,51.0,3,Client at Risk
14352,157,4,1078.96,2,loyal clients
14353,215,1,90.6,3,Client at Risk
14354,6,2,163.62,0,Occasionnal client
14355,366,1,174.4,3,Client at Risk
14356,80,2,701.23,2,loyal clients
14357,43,1,225.12,3,Client at Risk
14359,19,3,912.18,0,Occasionnal client
14360,32,4,2118.03,2,loyal clients
14362,22,1,151.5,0,Occasionnal client
14364,109,8,3717.35,2,loyal clients
14367,8,16,9227.82,1,Champions
14368,320,1,155.0,3,Client at Risk
14371,295,1,100.5,3,Client at Risk
14373,358,1,76.55,3,Client at Risk
14375,185,1,235.56,3,Client at Risk
14377,191,2,617.05,3,Client at Risk
14379,44,2,348.1,0,Occasionnal client
14381,52,1,202.68,3,Client at Risk
14382,26,1,615.49,0,Occasionnal client
14383,38,3,1247.69,2,loyal clients
14385,9,3,202.11,0,Occasionnal client
14386,297,1,142.4,3,Client at Risk
14387,33,3,1727.6,2,loyal clients
14388,10,8,3212.84,1,Champions
14389,65,2,1043.46,2,loyal clients
14390,10,9,4642.57,1,Champions
14393,218,1,67.95,3,Client at Risk
14395,2,9,3479.91,1,Champions
14396,65,2,487.99,3,Client at Risk
14397,3,19,2612.96,1,Champions
14400,149,1,574.7,3,Client at Risk
14401,4,13,4051.48,1,Champions
14403,130,4,1475.81,2,loyal clients
14404,34,6,1449.32,2,loyal clients
14406,119,1,156.75,3,Client at Risk
14407,107,6,2157.73,2,loyal clients
14408,11,7,2599.03,1,Champions
14409,71,6,2059.4500000000003,2,loyal clients
14410,92,9,1100.27,2,loyal clients
14411,311,1,1063.0,3,Client at Risk
14412,43,2,770.03,2,loyal clients
14413,362,1,121.05,3,Client at Risk
14414,92,7,1496.98,2,loyal clients
14415,1,13,5855.57,1,Champions
14416,22,2,490.22,0,Occasionnal client
14418,4,3,1937.25,0,Occasionnal client
14419,11,6,1051.79,2,loyal clients
14420,99,1,387.52,3,Client at Risk
14421,57,2,813.11,2,loyal clients
14422,1,6,4263.64,1,Champions
14423,218,1,265.2,3,Client at Risk
14424,18,1,322.08,0,Occasionnal client
14426,24,10,4481.67,1,Champions
14427,50,2,363.34000000000003,0,Occasionnal client
14428,7,5,1224.06,1,Champions
14431,303,1,470.36,3,Client at Risk
14432,10,6,2248.5,1,Champions
14434,22,6,1372.8,2,loyal clients
14436,99,1,89.06,3,Client at Risk
14437,366,1,63.0,3,Client at Risk
14438,306,1,131.9,3,Client at Risk
14439,320,1,2661.24,3,Client at Risk
14440,8,5,2357.6800000000003,1,Champions
14441,1,4,1712.89,1,Champions
14442,205,2,1589.82,2,loyal clients
14443,54,4,1420.2,2,loyal clients
14446,1,4,1010.35,0,Occasionnal client
14447,19,5,1163.23,2,loyal clients
14448,9,2,375.35,0,Occasionnal client
14449,19,4,885.8,2,loyal clients
14450,181,3,483.25,3,Client at Risk
14451,60,2,643.9,2,loyal clients
14452,11,2,259.05,0,Occasionnal client
14453,190,1,119.93,3,Client at Risk
14456,5,9,3017.28,1,Champions
14457,311,1,113.64,3,Client at Risk
14459,155,1,1837.92,3,Client at Risk
14460,110,3,434.34,3,Client at Risk
14461,148,3,2103.06,2,loyal clients
14462,66,11,1980.57,2,loyal clients
14463,98,3,529.62,2,loyal clients
14465,247,3,1038.44,2,loyal clients
14466,29,7,2272.4,2,loyal clients
14467,18,4,596.26,0,Occasionnal client
14470,12,2,461.19,0,Occasionnal client
14472,104,8,1852.67,2,loyal clients
14473,74,2,234.34000000000003,3,Client at Risk
14474,46,1,547.66,0,Occasionnal client
14475,72,3,925.85,2,loyal clients
14476,257,1,193.0,3,Client at Risk
14477,20,4,1309.6,2,loyal clients
14479,254,2,316.25,3,Client at Risk
14480,11,1,279.05,0,Occasionnal client
14481,165,2,636.51,3,Client at Risk
14482,18,6,2022.81,2,loyal clients
14483,282,1,137.1,3,Client at Risk
14484,50,1,321.92,3,Client at Risk
14485,39,1,162.8,0,Occasionnal client
14487,27,6,1165.48,2,loyal clients
14488,68,1,1064.28,3,Client at Risk
14489,207,1,463.38,3,Client at Risk
14491,175,2,340.93,3,Client at Risk
14493,7,5,2383.2400000000002,1,Champions
14494,26,1,139.56,0,Occasionnal client
14495,51,2,123.8,3,Client at Risk
14496,312,2,538.8100000000001,3,Client at Risk
14497,309,1,475.37,3,Client at Risk
14498,43,5,1957.32,2,loyal clients
14499,26,3,808.44,2,loyal clients
14500,88,3,356.85,3,Client at Risk
14501,184,2,251.21,3,Client at Risk
14502,20,11,2429.83,1,Champions
14503,3,6,3543.26,1,Champions
14504,47,4,673.26,2,loyal clients
14505,17,8,5859.43,1,Champions
14506,17,5,1960.65,2,loyal clients
14507,24,6,1367.88,2,loyal clients
14508,22,2,268.05,0,Occasionnal client
14511,11,5,1314.81,2,loyal clients
14512,188,2,275.28,3,Client at Risk
14513,101,3,455.59000000000003,3,Client at Risk
14514,61,3,990.2,2,loyal clients
14515,18,6,2076.89,2,loyal clients
14517,33,2,330.45,0,Occasionnal client
14518,64,1,174.37,3,Client at Risk
14520,2,2,270.6,0,Occasionnal client
14522,24,4,974.54,2,loyal clients
14523,108,1,241.09,3,Client at Risk
14524,32,9,1843.83,2,loyal clients
14525,20,9,4215.9,1,Champions
14527,3,55,8507.13,1,Champions
14528,37,1,364.21999999999997,0,Occasionnal client
14529,60,3,578.61,2,loyal clients
14530,26,6,2862.11,2,loyal clients
14532,236,4,932.85,2,loyal clients
14533,25,7,1949.72,2,loyal clients
14534,3,18,4397.3,1,Champions
14535,60,3,2854.84,2,loyal clients
14536,260,1,170.95,3,Client at Risk
14537,58,1,355.56,3,Client at Risk
14538,65,2,388.25,3,Client at Risk
14539,16,2,537.48,0,Occasionnal client
14540,10,3,952.66,0,Occasionnal client
14541,59,8,1453.35,2,loyal clients
14542,186,1,103.25,3,Client at Risk
14543,29,16,3599.73,1,Champions
14544,24,2,2004.3,2,loyal clients
14546,5,5,2573.93,1,Champions
14547,4,8,3974.75,1,Champions
14548,151,2,652.8,3,Client at Risk
14549,311,1,289.24,3,Client at Risk
14550,11,2,757.37,0,Occasionnal client
14551,18,2,186.23,0,Occasionnal client
14552,152,1,164.22,3,Client at Risk
14553,19,5,859.27,2,loyal clients
14554,10,4,2279.4900000000002,2,loyal clients
14555,57,2,312.54,3,Client at Risk
14557,85,1,788.38,3,Client at Risk
14560,7,22,2237.77,1,Champions
14561,76,3,1080.76,2,loyal clients
14562,4,18,5006.77,1,Champions
14565,96,4,3099.12,2,loyal clients
14566,111,1,1432.0,3,Client at Risk
14567,57,2,1530.3600000000001,2,loyal clients
14569,1,1,227.39,0,Occasionnal client
14570,281,2,218.06,3,Client at Risk
14572,3,7,2804.54,1,Champions
14573,180,9,1639.82,2,loyal clients
14576,372,1,35.400000000000006,3,Client at Risk
14577,13,4,859.71,0,Occasionnal client
14578,3,1,168.63,0,Occasionnal client
14581,17,1,138.6,0,Occasionnal client
14582,41,1,114.11,3,Client at Risk
14583,6,5,986.96,0,Occasionnal client
14584,169,4,1033.06,2,loyal clients
14585,50,1,157.05,3,Client at Risk
14586,277,1,237.36,3,Client at Risk
14587,19,9,1580.29,1,Champions
14589,372,1,39.75,3,Client at Risk
14591,15,4,1320.21,2,loyal clients
14592,35,3,557.94,0,Occasionnal client
14593,22,3,617.15,0,Occasionnal client
14594,7,2,363.33,0,Occasionnal client
14595,20,6,1740.6,2,loyal clients
14597,11,2,866.24,0,Occasionnal client
14598,44,1,221.97,3,Client at Risk
14600,306,1,393.33000000000004,3,Client at Risk
14601,11,1,213.96,0,Occasionnal client
14603,275,1,660.0,3,Client at Risk
14606,1,93,12076.15,1,Champions
14607,16,14,16209.5,1,Champions
14608,4,4,1785.15,1,Champions
14609,72,4,601.56,2,loyal clients
14616,243,3,406.08000000000004,3,Client at Risk
14618,9,3,553.44,0,Occasionnal client
14619,246,1,394.44,3,Client at Risk
14620,206,2,412.78000000000003,3,Client at Risk
14621,1,5,1788.3600000000001,1,Champions
14622,185,1,320.58000000000004,3,Client at Risk
14623,32,5,886.7,2,loyal clients
14624,57,2,225.85,3,Client at Risk
14625,196,2,899.63,3,Client at Risk
14626,24,4,2791.27,2,loyal clients
14628,91,2,671.96,3,Client at Risk
14629,4,2,955.26,0,Occasionnal client
14631,51,3,1006.98,2,loyal clients
14632,263,1,114.56,3,Client at Risk
14633,266,1,344.90000000000003,3,Client at Risk
14636,36,2,609.85,0,Occasionnal client
14638,51,1,443.6,3,Client at Risk
14639,52,6,2984.49,2,loyal clients
14640,24,6,2107.38,2,loyal clients
14641,22,1,110.46,0,Occasionnal client
14642,59,1,96.12,3,Client at Risk
14643,170,2,693.8100000000001,3,Client at Risk
14644,68,2,830.76,2,loyal clients
14645,157,2,597.09,3,Client at Risk
14646,2,73,280206.02,1,Champions
14647,201,1,236.04000000000002,3,Client at Risk
14649,5,4,1402.59,0,Occasionnal client
14651,67,2,653.75,2,loyal clients
14652,77,1,114.18,3,Client at Risk
14653,1,7,1926.65,1,Champions
14655,8,4,1932.23,2,loyal clients
14656,169,2,291.05,3,Client at Risk
14657,18,4,848.22,2,loyal clients
14658,5,2,247.15,0,Occasionnal client
14659,9,9,2529.93,1,Champions
14660,87,2,285.74,3,Client at Risk
14661,27,1,107.95,0,Occasionnal client
14662,29,4,741.37,2,loyal clients
14664,20,2,636.24,0,Occasionnal client
14665,61,5,1835.7,2,loyal clients
14666,24,1,195.25,0,Occasionnal client
14667,11,25,9175.04,1,Champions
14669,242,3,1259.24,2,loyal clients
14670,280,2,392.86,3,Client at Risk
14672,235,2,765.55,3,Client at Risk
14673,3,5,1736.4,1,Champions
14675,16,1,596.36,0,Occasionnal client
14676,31,6,2548.2400000000002,2,loyal clients
14680,25,16,28754.11,1,Champions
14681,71,3,498.95,2,loyal clients
14682,188,2,52.0,3,Client at Risk
14684,26,5,1201.51,2,loyal clients
14687,107,1,628.38,3,Client at Risk
14688,8,21,5579.1,1,Champions
14689,209,1,112.8,3,Client at Risk
14690,44,2,355.05,0,Occasionnal client
14691,31,5,2114.33,2,loyal clients
14692,137,4,591.55,2,loyal clients
14693,265,1,172.9,3,Client at Risk
14696,4,7,2078.95,1,Champions
14697,218,2,188.60999999999999,3,Client at Risk
14698,2,5,1217.27,1,Champions
14699,214,1,109.13000000000001,3,Client at Risk
14700,32,3,2195.1,2,loyal clients
14701,11,9,2526.09,1,Champions
14702,1,17,3251.79,1,Champions
14703,15,1,318.17,0,Occasionnal client
14704,11,9,1493.96,1,Champions
14705,199,1,179.0,3,Client at Risk
14708,3,3,1126.37,0,Occasionnal client
14709,15,13,4921.04,1,Champions
14710,14,4,599.48,0,Occasionnal client
14711,10,11,2839.62,1,Champions
14712,29,3,917.07,2,loyal clients
14713,9,11,2662.2,1,Champions
14714,24,1,160.19,0,Occasionnal client
14715,25,4,867.38,2,loyal clients
14716,43,2,307.51,0,Occasionnal client
14719,2,5,1581.84,1,Champions
14720,6,3,663.81,0,Occasionnal client
14722,147,1,180.42000000000002,3,Client at Risk
14723,10,6,1122.3600000000001,2,loyal clients
14725,25,1,655.58,0,Occasionnal client
14727,274,1,268.58,3,Client at Risk
14729,374,1,313.49,3,Client at Risk
14730,1,8,1897.57,1,Champions
14731,47,3,380.02,0,Occasionnal client
14732,8,8,2702.4900000000002,1,Champions
14733,16,12,9585.91,1,Champions
14735,4,32,6065.69,1,Champions
14737,4,3,1164.55,0,Occasionnal client
14738,43,7,1314.45,2,loyal clients
14739,4,7,3902.28,1,Champions
14740,197,3,1448.21,2,loyal clients
14741,12,6,1400.34,2,loyal clients
14744,16,7,1099.98,2,loyal clients
14745,113,5,1220.26,2,loyal clients
14747,249,1,328.2,3,Client at Risk
14748,29,5,1415.75,2,loyal clients
14752,44,1,389.64,0,Occasionnal client
14753,87,1,563.15,3,Client at Risk
14754,45,2,638.05,0,Occasionnal client
14755,10,11,5010.28,1,Champions
14756,15,1,738.96,0,Occasionnal client
14757,75,1,420.5,3,Client at Risk
14758,145,4,1484.06,2,loyal clients
14759,5,3,1625.97,0,Occasionnal client
14760,297,1,89.2,3,Client at Risk
14761,59,2,255.9,3,Client at Risk
14762,264,1,300.52,3,Client at Risk
14764,47,1,278.3,3,Client at Risk
14765,29,3,254.11,0,Occasionnal client
14766,8,6,2473.37,1,Champions
14768,17,2,192.60000000000002,0,Occasionnal client
14769,3,8,10416.98,1,Champions
14770,232,2,876.42,3,Client at Risk
14772,112,1,139.26,3,Client at Risk
14775,58,3,1011.9,2,loyal clients
14776,51,11,2538.3,2,loyal clients
14778,127,2,730.86,3,Client at Risk
14779,281,3,386.15,3,Client at Risk
14780,55,2,447.68,0,Occasionnal client
14782,320,1,200.10000000000002,3,Client at Risk
14784,26,2,289.99,0,Occasionnal client
14785,10,2,77.4,0,Occasionnal client
14788,7,2,679.4399999999999,0,Occasionnal client
14789,29,1,197.64,0,Occasionnal client
14790,17,4,745.06,2,loyal clients
14792,64,1,6.2,3,Client at Risk
14793,21,1,228.99,0,Occasionnal client
14794,3,7,1319.91,1,Champions
14795,166,1,131.45000000000002,3,Client at Risk
14796,1,17,7975.49,1,Champions
14798,53,3,173.74,3,Client at Risk
14799,51,1,157.7,3,Client at Risk
14800,48,12,4331.79,1,Champions
14801,61,1,189.34,3,Client at Risk
14803,162,3,845.55,2,loyal clients
14804,9,1,353.27,0,Occasionnal client
14805,15,4,546.4,0,Occasionnal client
14806,75,1,193.39000000000001,3,Client at Risk
14808,40,8,2718.6,2,loyal clients
14810,41,11,2085.33,1,Champions
14813,370,2,152.88,3,Client at Risk
14815,37,2,778.5,0,Occasionnal client
14816,197,1,271.85,3,Client at Risk
14817,200,2,1110.34,3,Client at Risk
14818,74,3,657.8,2,loyal clients
14819,64,2,272.07,3,Client at Risk
14820,21,4,507.29,0,Occasionnal client
14821,367,1,48.800000000000004,3,Client at Risk
14823,180,3,321.43,3,Client at Risk
14824,10,4,1127.71,2,loyal clients
14825,4,12,2221.01,1,Champions
14828,197,3,2139.76,2,loyal clients
14829,29,4,697.55,2,loyal clients
14830,53,1,188.88,3,Client at Risk
14834,18,6,1720.3,2,loyal clients
14836,10,3,102.44999999999999,0,Occasionnal client
14837,90,4,1649.5,2,loyal clients
14840,268,1,62.85,3,Client at Risk
14841,53,6,3295.76,2,loyal clients
14842,44,4,2824.69,2,loyal clients
14844,64,4,3189.81,2,loyal clients
14847,149,1,309.4,3,Client at Risk
14849,22,25,7930.54,1,Champions
14850,312,1,325.75,3,Client at Risk
14851,23,2,511.35,0,Occasionnal client
14852,58,6,2836.69,2,loyal clients
14853,24,2,475.8,0,Occasionnal client
14854,78,7,2740.03,2,loyal clients
14855,119,2,645.65,3,Client at Risk
14856,36,3,1290.53,2,loyal clients
14857,60,2,1173.12,2,loyal clients
14859,13,4,1353.74,2,loyal clients
14860,19,1,170.32,0,Occasionnal client
14861,52,1,125.79,3,Client at Risk
14862,26,2,841.1999999999999,0,Occasionnal client
14863,29,1,266.76,0,Occasionnal client
14865,7,2,52.2,0,Occasionnal client
14866,11,12,14389.9,1,Champions
14867,186,3,710.28,3,Client at Risk
14868,3,8,2953.59,1,Champions
14869,9,2,721.45,0,Occasionnal client
14870,262,1,327.25,3,Client at Risk
14871,3,4,501.28000000000003,0,Occasionnal client
14873,210,1,519.68,3,Client at Risk
14875,108,2,1465.3200000000002,2,loyal clients
14878,13,9,1476.09,1,Champions
14880,77,3,690.59,2,loyal clients
14881,20,1,255.4,0,Occasionnal client
14882,27,2,589.7,0,Occasionnal client
14883,19,6,761.59,2,loyal clients
14885,132,1,765.3199999999999,3,Client at Risk
14886,253,1,364.8,3,Client at Risk
14887,79,1,1862.0,2,loyal clients
14888,207,1,369.2,3,Client at Risk
14889,336,1,135.9,3,Client at Risk
14890,254,1,125.65,3,Client at Risk
14891,148,2,554.38,3,Client at Risk
14893,10,2,1237.8500000000001,0,Occasionnal client
14894,85,1,655.75,3,Client at Risk
14895,8,20,11138.710000000001,1,Champions
14896,205,2,468.77000000000004,3,Client at Risk
14897,8,4,1366.38,2,loyal clients
14898,23,6,1269.31,2,loyal clients
14901,11,9,1421.29,1,Champions
14902,26,1,332.66,0,Occasionnal client
14903,21,5,2795.33,2,loyal clients
14904,2,2,1025.44,0,Occasionnal client
14905,158,2,616.15,3,Client at Risk
14907,3,7,3501.1,1,Champions
14908,74,1,277.8,3,Client at Risk
14910,3,4,434.35,0,Occasionnal client
14911,1,201,143711.17,1,Champions
14912,17,2,867.85,0,Occasionnal client
14913,36,4,1227.43,2,loyal clients
14915,91,2,307.48,3,Client at Risk
14916,71,4,1268.98,2,loyal clients
14918,116,2,1610.15,2,loyal clients
14920,213,2,977.77,3,Client at Risk
14921,30,2,1316.07,2,loyal clients
14923,51,1,749.1,0,Occasionnal client
14924,246,1,310.05,3,Client at Risk
14929,32,1,223.88,0,Occasionnal client
14930,109,3,2362.96,2,loyal clients
14931,5,5,1257.68,1,Champions
14932,366,1,363.53,3,Client at Risk
14934,82,2,1890.94,2,loyal clients
14935,297,1,1784.71,3,Client at Risk
14936,34,8,8137.02,1,Champions
14937,57,3,1621.88,2,loyal clients
14944,30,12,5900.25,1,Champions
14946,14,1,100.9,0,Occasionnal client
14947,72,2,290.82,3,Client at Risk
14948,23,6,1101.97,2,loyal clients
14950,19,1,371.2,0,Occasionnal client
14951,79,1,311.69,3,Client at Risk
14952,60,11,8099.49,1,Champions
14953,25,1,285.67,0,Occasionnal client
14954,12,1,294.85,0,Occasionnal client
14957,253,1,58.49,3,Client at Risk
14958,147,3,483.72999999999996,3,Client at Risk
14959,64,4,695.42,2,loyal clients
14960,8,2,221.27,0,Occasionnal client
14961,11,9,7044.68,1,Champions
14962,271,1,126.7,3,Client at Risk
14963,10,5,1472.34,2,loyal clients
14964,247,1,206.21,3,Client at Risk
14965,96,2,596.09,3,Client at Risk
14966,15,1,183.02,0,Occasionnal client
14967,50,1,463.8,3,Client at Risk
14968,30,1,147.59,0,Occasionnal client
14970,68,4,1592.06,2,loyal clients
14971,35,3,1097.98,2,loyal clients
14972,128,1,114.77,3,Client at Risk
14973,107,3,1314.45,2,loyal clients
14974,37,1,89.94,3,Client at Risk
14975,57,1,279.94,3,Client at Risk
14976,57,7,790.86,2,loyal clients
14978,72,5,1921.3700000000001,2,loyal clients
14981,246,1,102.12,3,Client at Risk
14984,19,2,202.37,0,Occasionnal client
14985,198,2,292.01,3,Client at Risk
14987,16,2,326.4,0,Occasionnal client
14988,212,1,334.54,3,Client at Risk
14995,39,2,231.98000000000002,0,Occasionnal client
14997,46,3,546.1999999999999,2,loyal clients
14998,170,2,414.87,3,Client at Risk
15000,48,1,490.52,0,Occasionnal client
15002,116,4,1641.76,2,loyal clients
15004,147,1,1220.77,3,Client at Risk
15005,16,28,6295.37,1,Champions
15006,51,1,480.38,3,Client at Risk
15007,159,1,156.91,3,Client at Risk
15009,12,3,1259.43,0,Occasionnal client
15010,36,1,308.94,0,Occasionnal client
15012,54,2,405.04,0,Occasionnal client
15014,43,2,257.67,0,Occasionnal client
15016,173,1,170.04,3,Client at Risk
15017,34,1,125.58,0,Occasionnal client
15018,39,3,496.21000000000004,0,Occasionnal client
15019,267,1,252.81,3,Client at Risk
15021,9,9,1871.77,1,Champions
15022,12,4,852.39,0,Occasionnal client
15023,3,11,6720.41,1,Champions
15024,10,10,1636.43,1,Champions
15025,33,1,361.96,0,Occasionnal client
15026,80,3,469.0,2,loyal clients
15027,31,4,1066.1499999999999,2,loyal clients
15028,8,4,627.13,0,Occasionnal client
15030,72,2,518.28,3,Client at Risk
15031,4,4,653.19,0,Occasionnal client
15032,256,3,4959.1,2,loyal clients
15033,5,10,2557.18,1,Champions
15034,16,8,4274.16,1,Champions
15035,90,1,252.73000000000002,3,Client at Risk
15036,72,3,429.56,2,loyal clients
15038,59,6,685.74,2,loyal clients
15039,10,47,19766.59,1,Champions
15041,170,1,179.93,3,Client at Risk
15042,199,1,135.93,3,Client at Risk
15043,31,1,537.0,0,Occasionnal client
15044,19,17,7634.7300000000005,1,Champions
15045,152,2,735.66,3,Client at Risk
15046,9,15,5090.42,1,Champions
15047,270,1,343.62,3,Client at Risk
15048,65,4,381.0,2,loyal clients
15049,274,1,121.17000000000002,3,Client at Risk
15050,25,3,1737.69,2,loyal clients
15051,23,3,1383.3600000000001,2,loyal clients
15052,319,1,207.73000000000002,3,Client at Risk
15053,5,3,693.95,0,Occasionnal client
15054,12,2,302.1,0,Occasionnal client
15057,275,2,1489.5,2,loyal clients
15058,25,11,2102.54,1,Champions
15059,41,9,1337.72,2,loyal clients
15060,8,4,294.25,0,Occasionnal client
15061,4,48,54534.14,1,Champions
15062,71,4,987.86,2,loyal clients
15063,213,1,370.79999999999995,3,Client at Risk
15065,38,4,3158.13,2,loyal clients
15066,53,1,893.59,0,Occasionnal client
15067,78,3,1744.76,2,loyal clients
15068,46,2,553.36,0,Occasionnal client
15069,179,1,1109.53,3,Client at Risk
15070,373,1,106.2,3,Client at Risk
15071,94,2,982.07,2,loyal clients
15073,10,3,1043.41,0,Occasionnal client
15074,105,1,735.67,3,Client at Risk
15075,78,1,773.03,3,Client at Risk
15076,173,1,880.85,3,Client at Risk
15078,7,32,9743.11,1,Champions
15079,213,4,895.61,2,loyal clients
15081,22,5,504.8,2,loyal clients
15083,257,1,88.2,3,Client at Risk
15087,282,1,306.94,3,Client at Risk
15088,21,2,1160.07,0,Occasionnal client
15089,10,6,2420.84,1,Champions
15090,308,1,381.32,3,Client at Risk
15091,68,1,480.71,3,Client at Risk
15092,215,2,457.81,3,Client at Risk
15093,18,6,4597.02,1,Champions
15095,104,4,1370.6,2,loyal clients
15096,43,1,219.39000000000001,3,Client at Risk
15097,4,1,248.08,0,Occasionnal client
15098,182,3,39916.5,2,loyal clients
15099,84,1,410.48,3,Client at Risk
15100,334,3,876.0,3,Client at Risk
15101,9,2,317.53,0,Occasionnal client
15103,31,2,703.36,0,Occasionnal client
15104,197,2,993.54,3,Client at Risk
15105,18,7,2298.93,1,Champions
15106,18,5,1422.52,2,loyal clients
15107,311,6,319.5,3,Client at Risk
15108,142,4,1300.25,2,loyal clients
15109,246,1,484.95,3,Client at Risk
15110,24,4,996.1,2,loyal clients
15111,29,3,1567.48,2,loyal clients
15113,10,3,3509.43,2,loyal clients
15114,30,10,2760.56,1,Champions
15115,18,1,340.11,0,Occasionnal client
15116,18,4,1352.75,2,loyal clients
15117,15,5,1551.78,2,loyal clients
15118,134,1,244.8,3,Client at Risk
15119,246,1,266.4,3,Client at Risk
15120,134,1,358.82,3,Client at Risk
15121,50,2,457.72,0,Occasionnal client
15122,114,3,1633.78,2,loyal clients
15123,7,2,2199.31,0,Occasionnal client
15124,23,2,184.19,0,Occasionnal client
15125,25,15,11528.48,1,Champions
15127,66,1,406.53,3,Client at Risk
15128,60,4,1471.0,2,loyal clients
15129,50,11,3447.4,1,Champions
15130,170,1,330.11,3,Client at Risk
15132,18,5,977.9300000000001,2,loyal clients
15133,128,3,982.42,2,loyal clients
15134,15,8,1387.99,1,Champions
15135,239,1,139.05,3,Client at Risk
15136,3,4,1286.7,0,Occasionnal client
15139,240,2,178.96,3,Client at Risk
15140,52,7,2354.25,2,loyal clients
15142,46,1,498.74,0,Occasionnal client
15143,226,1,259.45,3,Client at Risk
15144,8,17,6580.44,1,Champions
15145,4,4,1194.73,0,Occasionnal client
15146,165,2,1327.16,2,loyal clients
15147,240,1,623.5,3,Client at Risk
15148,11,1,301.29,0,Occasionnal client
15149,134,1,520.8000000000001,3,Client at Risk
15150,17,10,5291.33,1,Champions
15152,10,13,4745.69,1,Champions
15153,31,1,329.25,0,Occasionnal client
15154,75,1,254.28,3,Client at Risk
15156,1,3,961.49,0,Occasionnal client
15157,4,3,1936.07,0,Occasionnal client
15158,45,1,401.40000000000003,0,Occasionnal client
15159,2,30,18641.010000000002,1,Champions
15160,357,1,158.16,3,Client at Risk
